Semaine;Chamonix (FR);Val Thorens (FR);Alpe d Huez (FR);Les Deux Alpes (FR);Tignes (FR);Les Arcs (FR);Les Ménuires (FR);Avoriaz (FR);La Plagne (FR);La Clusaz (FR);Morzine (FR);Châtel (FR);Les Gets (FR);Val Cenis (FR);Courchevel (FR);Serre Chevalier (FR);Samoëns (FR);Valloire (FR);Méribel (FR);Val d Isère (FR);Megève (FR);Vars (FR);Grand Bornand (FR);Font Romeu (FR);St Lary (FR);Barèges (FR);La Mongie (FR);Peyragudes (FR)
2020-10-11;9,00;0,00;17,00;0,00;17,00;18,00;18,00;9,00;0,00;9,00;0,00;0,00;9,00;0,00;0,00;9,00;9,00;9,00;0,00;18,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-18;18,00;0,00;36,00;26,47;0,00;0,00;9,00;18,00;0,00;18,00;18,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-10-25;0,00;0,00;16,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-01;0,00;0,00;0,00;8,00;0,00;0,00;0,00;16,00;8,00;16,00;8,00;0,00;8,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2020-11-08;9,00;18,00;0,00;9,00;18,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-15;26,00;0,00;0,00;17,33;17,33;26,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-11-22;8,00;24,00;0,00;32,00;8,00;8,00;17,00;0,00;17,00;0,00;8,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;8,00;8,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00
2020-11-29;8,00;16,00;8,00;16,00;8,00;8,00;17,00;0,00;8,00;17,00;8,00;0,00;0,00;0,00;17,00;0,00;0,00;0,00;8,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-06;9,00;18,00;18,00;0,00;9,00;0,00;0,00;9,00;0,00;0,00;9,00;17,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;9,00;9,00;9,00;0,00;9,00;0,00;0,00;0,00;0,00
2020-12-13;26,00;17,68;26,00;8,32;0,00;9,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-20;9,00;9,00;0,00;0,00;9,00;18,00;9,00;0,00;0,00;18,00;0,00;0,00;9,00;0,00;18,00;9,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2020-12-27;0,00;17,00;0,00;9,00;0,00;0,00;45,00;18,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;9,00;18,00;0,00;0,00;0,00;0,00;0,00;9,00;0,00;0,00;0,00;0,00;0,00
