Semaine;Val de Loire (FR);Chateaux Loire (US);Bourgogne (FR);Drome (FR);Vaucluse (FR);Ardeche (FR);Baie de Somme (FR);Montagne du Luberon (FR);Auvergne (FR);Perigord (FR);Alsace (FR);Provence (FR);Morbihan (US);Gers (FR);Massif Central (FR);Normandie (FR);Cévennes (FR);Morvan (FR);Vosges (FR);Chantilly (FR);Languedoc Roussillon (FR)
2020-12-27;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,00;15,00;30,00;0,00;0,00;0,00;7,00;7,00;10,00;20,00;0,00;0,00
2021-01-03;0,00;0,00;0,00;0,00;0,00;44,00;0,00;0,00;0,00;0,00;34,00;27,00;0,00;7,00;0,00;7,00;0,00;0,00;9,00;0,00;0,00
2021-01-10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,00;7,00;0,00;0,00;0,00;13,00;0,00;0,00;17,00;0,00;0,00
2021-01-17;21,00;40,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;45,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21,00;0,00;0,00
2021-01-24;21,00;61,76;0,00;21,00;0,00;64,00;0,00;21,00;0,00;0,00;45,50;0,00;0,00;21,00;0,00;91,00;0,00;0,00;89,25;21,00;0,00
2021-01-31;21,00;0,00;0,00;0,00;21,00;0,00;0,00;0,00;0,00;0,00;78,00;60,00;0,00;0,00;0,00;78,00;0,00;0,00;21,00;0,00;0,00
2021-02-07;22,00;22,00;44,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;166,57;22,00;0,00;0,00;22,00;22,00;0,00;0,00;22,00;0,00;22,00
2021-02-14;0,00;0,00;0,00;0,00;0,00;22,00;0,00;0,00;0,00;13,00;27,00;27,00;0,00;0,00;0,00;20,00;0,00;0,00;0,00;9,00;0,00
2021-02-21;22,00;44,00;44,00;22,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;40,86;0,00;22,00;22,00;0,00;22,00
2021-02-28;22,00;44,00;0,00;0,00;0,00;22,00;0,00;22,00;0,00;0,00;22,00;62,86;0,00;0,00;0,00;22,00;0,00;0,00;22,00;22,00;22,00
